id,code,description,hasChildren,section,index,crawled,country
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,MT
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,MT
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,MT
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,MT
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,MT
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,MT
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,MT
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,MT
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,MT
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,MT
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,MT
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,MT
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,MT
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,MT
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,MT
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,NL
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,NL
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,NL
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,NL
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,NL
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,NL
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,NL
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,NL
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,NL
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,NL
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,NL
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,NL
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,NL
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,NL
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,NL
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,NL
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,NL
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,NL
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,NL
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,NL
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,NL
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,PL
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,PL
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,PL
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,PL
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,PL
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,PL
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,PL
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,PL
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,PL
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,PL
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,PL
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,PL
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,PL
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,PL
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,PL
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,PL
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,PL
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,PL
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,PL
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,PL
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,PL
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,PT
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,PT
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,PT
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,PT
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,PT
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,PT
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,PT
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,PT
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,PT
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,PT
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,PT
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,PT
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,PT
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,PT
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,PT
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,PT
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,PT
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,PT
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,PT
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,PT
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,PT
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,RO
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,RO
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,RO
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,RO
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,RO
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,RO
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,RO
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,RO
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,RO
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,RO
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,RO
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,RO
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,RO
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,RO
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,RO
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,RO
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,RO
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,RO
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,RO
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,RO
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,RO
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,SK
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,SK
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,SK
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,SK
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,SK
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,SK
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,SK
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,SK
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,SK
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,SK
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,SK
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,SK
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,SK
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,SK
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,SK
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,SK
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,SK
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,SK
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,SK
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,SK
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,SK
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,SI
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,SI
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,SI
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,SI
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,SI
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,SI
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,SI
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,SI
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,SI
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,SI
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,SI
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,SI
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,SI
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,SI
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,SI
-16,,"Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",TRUE,"{'description': 'SECTION XVI', 'chapterFrom': '84', 'chapterTo': '85'}",15,,SI
-17,,"Vehicles, aircraft, vessels and associated transport equipment",TRUE,"{'description': 'SECTION XVII', 'chapterFrom': '86', 'chapterTo': '89'}",16,,SI
-18,,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof",TRUE,"{'description': 'SECTION XVIII', 'chapterFrom': '90', 'chapterTo': '92'}",17,,SI
-19,,Arms and ammunition; parts and accessories thereof,TRUE,"{'description': 'SECTION XIX', 'chapterFrom': '93', 'chapterTo': '93'}",18,,SI
-20,,Miscellaneous manufactured articles,TRUE,"{'description': 'SECTION XX', 'chapterFrom': '94', 'chapterTo': '96'}",19,,SI
-21,,"Works of art, collectors' pieces and antiques",TRUE,"{'description': 'SECTION XXI', 'chapterFrom': '97', 'chapterTo': '99'}",20,,SI
-1,,Live animals; animal products,TRUE,"{'description': 'SECTION I', 'chapterFrom': '01', 'chapterTo': '05'}",0,,ES
-2,,Vegetable products,TRUE,"{'description': 'SECTION II', 'chapterFrom': '06', 'chapterTo': '14'}",1,,ES
-3,,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,TRUE,"{'description': 'SECTION III', 'chapterFrom': '15', 'chapterTo': '15'}",2,,ES
-4,,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes",TRUE,"{'description': 'SECTION IV', 'chapterFrom': '16', 'chapterTo': '24'}",3,,ES
-5,,Mineral products,TRUE,"{'description': 'SECTION V', 'chapterFrom': '25', 'chapterTo': '27'}",4,,ES
-6,,Products of the chemical or allied industries,TRUE,"{'description': 'SECTION VI', 'chapterFrom': '28', 'chapterTo': '38'}",5,,ES
-7,,Plastics and articles thereof; rubber and articles thereof,TRUE,"{'description': 'SECTION VII', 'chapterFrom': '39', 'chapterTo': '40'}",6,,ES
-8,,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",TRUE,"{'description': 'SECTION VIII', 'chapterFrom': '41', 'chapterTo': '43'}",7,,ES
-9,,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",TRUE,"{'description': 'SECTION IX', 'chapterFrom': '44', 'chapterTo': '46'}",8,,ES
-10,,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof,TRUE,"{'description': 'SECTION X', 'chapterFrom': '47', 'chapterTo': '49'}",9,,ES
-11,,Textiles and textile articles,TRUE,"{'description': 'SECTION XI', 'chapterFrom': '50', 'chapterTo': '63'}",10,,ES
-12,,"Footwear, headgear, umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair",TRUE,"{'description': 'SECTION XII', 'chapterFrom': '64', 'chapterTo': '67'}",11,,ES
-13,,"Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware",TRUE,"{'description': 'SECTION XIII', 'chapterFrom': '68', 'chapterTo': '70'}",12,,ES
-14,,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TRUE,"{'description': 'SECTION XIV', 'chapterFrom': '71', 'chapterTo': '71'}",13,,ES
-15,,Base metals and articles of base metal,TRUE,"{'description': 'SECTION XV', 'chapterFrom': '72', 'chapterTo': '83'}",14,,ES
