Unnamed: 0,id,code,description,hasChildren,section,index,crawled,country,parent_id,error_message,selectable,intervalMin,intervalMax,tariff_crawled,tariff_crawled_error_message
13459,66444,44101290,Other,FALSE,,,,AT,30144,,TRUE,,,,
13460,67544,44111210,Not mechanically worked or surface covered (raw board),FALSE,,,,AT,31444,,TRUE,,,,
13461,67744,,Other,TRUE,,,Done,AT,31444,,,4411129200,4411129400,,
13462,67844,44111310,Not mechanically worked or surface covered (raw board),FALSE,,,,AT,31544,,TRUE,,,,
13463,68044,,Other,TRUE,,,Done,AT,31544,,,4411139100,4411139400,,
13464,68244,44111410,Not mechanically worked or surface covered (raw board),FALSE,,,,AT,31644,,TRUE,,,,
13465,68444,,Other,TRUE,,,Done,AT,31644,,,4411149100,4411149700,,
13466,70044,44119210,Not mechanically worked or surface covered (raw board),FALSE,,,,AT,32844,,TRUE,,,,
13467,70144,44119290,Other,FALSE,,,,AT,32844,,TRUE,,,,
13468,70444,44119410,Not mechanically worked or surface covered (raw board),FALSE,,,,AT,33144,,TRUE,,,,
13469,70544,44119490,Other,FALSE,,,,AT,33144,,TRUE,,,,
13470,72144,44123110,"Of acajou d'Afrique, dark red meranti, light red meranti, limba, mahogany (Swietenia spp.), obeche, okoumé, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola or white lauan",TRUE,,,Done,AT,34344,,,,,,
13471,72244,44123190,Other,FALSE,,,,AT,34344,,TRUE,,,,
13472,82544,44123310,With at least one outer ply of birch (Betula spp.),TRUE,,,Done,AT,46944,,,,,,
13473,82644,44123320,"With no outer ply of birch, but with at least one outer ply of poplar or aspen (Populus spp.)",TRUE,,,Done,AT,46944,,,,,,
13474,82744,44123330,"With no outer ply of birch, poplar or aspen (Populus spp.), but with at least one outer ply of eucalyptus (Eucalyptus spp.)",TRUE,,,Done,AT,46944,,,,,,
13475,82844,44123390,Other,TRUE,,,Done,AT,46944,,,,,,
13476,73644,4412340010,"Of wood other than okoumé, whether or not coated or surface-covered",FALSE,,,,AT,47044,,TRUE,,,,
13477,73744,4412340090,Other,FALSE,,,,AT,47044,,TRUE,,,,
13478,73844,4412390010,"Plywood of coniferous species, without the addition of other substances, of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process",FALSE,,,,AT,35044,,TRUE,,,,
13479,73944,4412390090,Other,FALSE,,,,AT,35044,,TRUE,,,,
13480,74044,44124191,With at least one outer ply of non-coniferous wood,FALSE,,,,AT,35144,,TRUE,,,,
13481,74144,44124199,Other,TRUE,,,Done,AT,35144,,,,,,
13482,74244,4412490010,"Plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process",FALSE,,,,AT,35344,,TRUE,,,,
13483,74344,4412490090,Other,FALSE,,,,AT,35344,,TRUE,,,,
13484,74444,44125110,With at least one outer ply of non-coniferous wood,FALSE,,,,AT,35444,,TRUE,,,,
13485,74544,44125190,Other,FALSE,,,,AT,35444,,TRUE,,,,
13486,74644,44129110,Containing at least one layer of particle board,FALSE,,,,AT,35844,,TRUE,,,,
13487,74744,,Other,TRUE,,,Done,AT,35844,,,4412919100,4412919900,,
13488,74944,44129210,Containing at least one layer of particle board,FALSE,,,,AT,36044,,TRUE,,,,
13489,75044,44129290,Other,FALSE,,,,AT,36044,,TRUE,,,,
13490,75544,44129910,Containing at least one layer of particle board,FALSE,,,,AT,44644,,TRUE,,,,
13491,76244,44129990,Other,TRUE,,,Done,AT,44644,,,,,,
13492,76544,44181950,Coniferous,FALSE,,,,AT,37944,,TRUE,,,,
13493,76644,44181990,Other,FALSE,,,,AT,37944,,TRUE,,,,
13494,76744,44182110,Of tropical wood specified in additional note 2 to this chapter,FALSE,,,,AT,38444,,TRUE,,,,
13495,76844,44182190,Other,FALSE,,,,AT,38444,,TRUE,,,,
13496,76944,44182950,Coniferous,FALSE,,,,AT,38544,,TRUE,,,,
13497,77044,44182980,Other,FALSE,,,,AT,38544,,TRUE,,,,
13498,77344,44187310,For mosaic floors,FALSE,,,,AT,39344,,TRUE,,,,
13499,77444,44187390,Other,FALSE,,,,AT,39344,,TRUE,,,,
13500,77544,4418810010,Of bamboo,FALSE,,,,AT,39744,,TRUE,,,,
13501,77644,4418810090,Other,FALSE,,,,AT,39744,,TRUE,,,,
13502,77744,4418820010,Of bamboo,FALSE,,,,AT,39844,,TRUE,,,,
13503,77844,4418820090,Other,FALSE,,,,AT,39844,,TRUE,,,,
13504,77944,4418830010,Of bamboo,FALSE,,,,AT,39944,,TRUE,,,,
13505,78044,4418830090,Other,FALSE,,,,AT,39944,,TRUE,,,,
13506,78144,4418890010,Of bamboo,FALSE,,,,AT,40044,,TRUE,,,,
13507,78244,4418890090,Other,FALSE,,,,AT,40044,,TRUE,,,,
13508,78944,44201110,Of tropical wood specified in additional note 2 to this chapter,TRUE,,,Done,AT,42044,,,,,,
13509,79044,44201190,Other,FALSE,,,,AT,42044,,TRUE,,,,
13510,79344,44209091,Of tropical wood specified in additional note 2 to this chapter,TRUE,,,Done,AT,42444,,,,,,
13511,83044,44209099,Other,TRUE,,,Done,AT,42444,,,,,,
13512,80344,44219910,Of fibreboard,FALSE,,,,AT,43944,,TRUE,,,,
13513,80544,44219999,Other,TRUE,,,Done,AT,43944,,,,,,
13514,2745,45041011,"For sparkling wine, including those with discs of natural cork",FALSE,,,,AT,2045,,TRUE,,,,
13515,2845,45041019,Other,FALSE,,,,AT,2045,,TRUE,,,,
13516,2945,45041091,With a binding substance,FALSE,,,,AT,2145,,TRUE,,,,
13517,3045,45041099,Other,FALSE,,,,AT,2145,,TRUE,,,,
13518,3145,4504908010,"Gaskets, washers and other seals, for use in civil aircraft",FALSE,,,,AT,2445,,TRUE,,,,
13519,3245,4504908090,Other,FALSE,,,,AT,2445,,TRUE,,,,
13520,3646,46012110,Of plaits or similar products of plaiting materials,FALSE,,,,AT,2046,,TRUE,,,,
13521,3746,46012190,Other,FALSE,,,,AT,2046,,TRUE,,,,
13522,3846,46012210,Of plaits or similar products of plaiting materials,FALSE,,,,AT,2146,,TRUE,,,,
13523,3946,46012290,Other,FALSE,,,,AT,2146,,TRUE,,,,
13524,4046,46012910,Of plaits or similar products of plaiting materials,FALSE,,,,AT,2246,,TRUE,,,,
13525,4146,46012990,Other,FALSE,,,,AT,2246,,TRUE,,,,
13526,4646,46019205,"Plaits and similar products of plaiting materials, whether or not assembled into strips",FALSE,,,,AT,2446,,TRUE,,,,
13527,4746,,Other,TRUE,,,Done,AT,2446,,,4601921000,4601929000,,
13528,4846,46019305,"Plaits and similar products of plaiting materials, whether or not assembled into strips",FALSE,,,,AT,2546,,TRUE,,,,
13529,4946,,Other,TRUE,,,Done,AT,2546,,,4601931000,4601939000,,
13530,5046,46019405,"Plaits and similar products of plaiting materials, whether or not assembled into strips",FALSE,,,,AT,2646,,TRUE,,,,
13531,5146,,Other,TRUE,,,Done,AT,2646,,,4601941000,4601949000,,
13532,5246,46019905,"Plaits and similar products of plaiting materials, whether or not assembled into strips",FALSE,,,,AT,2746,,TRUE,,,,
13533,5446,,Other,TRUE,,,Done,AT,2746,,,4601991000,4601999000,,
13534,6046,4602110010,"From plaiting materials, hand-made",FALSE,,,,AT,3046,,TRUE,,,,
13535,6146,4602110090,Other,FALSE,,,,AT,3046,,TRUE,,,,
13536,6246,4602120010,"From plaiting materials, hand-made",FALSE,,,,AT,3146,,TRUE,,,,
13537,6346,4602120090,Other,FALSE,,,,AT,3146,,TRUE,,,,
13538,6446,46021910,Straw envelopes for bottles,FALSE,,,,AT,3246,,TRUE,,,,
13539,6546,46021990,Other,TRUE,,,Done,AT,3246,,,,,,
13540,47048,4802540010,"Decor paper with the following characteristics<br>- weighing 30 g/m² or more; having an ash content between 5% and 50%;<br>- having a Klemm absorbency of at least 12 millimetres per 10 minutes or a resin pick-up of 20% to 200%;<br>- having a wet tensile strength of 6 to 12 Newton (N) per 15 millimetres;<br>- having a Gurley porosity of 3 to 80 seconds per 100 millilitres;<br>- having a smoothness of 20 to 300 according to the Bekk method;<br>- in reels with a width up to 300 centimetres;<br>- whether or not pre-impregnated with a combination of latices or natural binders (like starch);<br>- excluding wallpaper and similar wallcoverings;<br>- excluding papers saturated with water-based melamine, urea, phenol or any thermosetting, thermoplastic resin solutions (‘the product under investigation’).<br>",FALSE,,,,AT,41248,,TRUE,,,,
13541,47248,4802540090,Other,FALSE,,,,AT,41248,,TRUE,,,,
13542,75548,48025515,Weighing 40 g/m<sup>2</sup> or more but less than 60 g/m<sup>2</sup>,TRUE,,,Done,AT,20348,,,,,,
13543,75648,48025525,Weighing 60 g/m<sup>2</sup> or more but less than 75 g/m<sup>2</sup>,TRUE,,,Done,AT,20348,,,,,,
13544,75748,48025530,Weighing 75 g/m<sup>2</sup> or more but less than 80 g/m<sup>2</sup>,TRUE,,,Done,AT,20348,,,,,,
13545,75848,48025590,Weighing 80 g/m<sup>2</sup> or more,TRUE,,,Done,AT,20348,,,,,,
13546,48848,48025620,With one side measuring 297 mm and the other side measuring 210 mm (A4 format),FALSE,,,,AT,20448,,TRUE,,,,
13547,48948,48025680,Other,FALSE,,,,AT,20448,,TRUE,,,,
13548,49348,48025810,In rolls,FALSE,,,,AT,20748,,TRUE,,,,
13549,49448,48025890,Other,FALSE,,,,AT,20748,,TRUE,,,,
13550,50048,48026115,Weighing less than 72 g/m<sup>2</sup> and of which more than 50 % by weight of the total fibre content consists of fibres obtained by a mechanical process,FALSE,,,,AT,21248,,TRUE,,,,
13551,50548,48026180,Other,FALSE,,,,AT,21248,,TRUE,,,,
13552,51848,,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,TRUE,,,Done,AT,22548,,,4804111100,4804111900,,
13553,51948,48041190,Other,FALSE,,,,AT,22548,,TRUE,,,,
13554,52148,,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,TRUE,,,Done,AT,22648,,,4804191200,4804193000,,
13555,52248,48041990,Other,FALSE,,,,AT,22648,,TRUE,,,,
13556,52348,48042110,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,FALSE,,,,AT,22748,,TRUE,,,,
13557,52448,48042190,Other,FALSE,,,,AT,22748,,TRUE,,,,
13558,52548,48042910,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,FALSE,,,,AT,22848,,TRUE,,,,
13559,52648,48042990,Other,FALSE,,,,AT,22848,,TRUE,,,,
13560,52948,,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,TRUE,,,Done,AT,22948,,,4804315100,4804315800,,
13561,53048,48043180,Other,FALSE,,,,AT,22948,,TRUE,,,,
13562,53348,,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,TRUE,,,Done,AT,23048,,,4804395100,4804395800,,
13563,53448,48043980,Other,FALSE,,,,AT,23048,,TRUE,,,,
13564,53748,48044191,Saturating kraft,FALSE,,,,AT,23148,,TRUE,,,,
13565,53848,48044198,Other,FALSE,,,,AT,23148,,TRUE,,,,
13566,55148,48045910,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,FALSE,,,,AT,24048,,TRUE,,,,
13567,55248,48045990,Other,FALSE,,,,AT,24048,,TRUE,,,,
13568,55348,48051910,Wellenstoff,FALSE,,,,AT,24348,,TRUE,,,,
13569,55448,48051990,Other,FALSE,,,,AT,24348,,TRUE,,,,
13570,57248,4805910010,"Decor paper with the following characteristics<br>- weighing 30-150 g/m²; having an ash content between 5% and 50%;<br>- having a Klemm absorbency of at least 12 millimetres per 10 minutes or a resin pick-up of 20% to 200%;<br>- having a wet tensile strength of 6 to 12 Newton (N) per 15 millimetres;<br>- having a Gurley porosity of 3 to 80 seconds per 100 millilitres;<br>- having a smoothness of 20 to 300 according to the Bekk method;<br>- in reels with a width up to 300 centimetres;<br>- whether or not pre-impregnated with a combination of latices or natural binders (like starch);<br>- excluding wallpaper and similar wallcoverings;<br>- excluding papers saturated with water-based melamine, urea, phenol or any thermosetting, thermoplastic resin solutions (‘the product under investigation’).<br>",FALSE,,,,AT,42848,,TRUE,,,,
13571,57348,4805910090,Other,FALSE,,,,AT,42848,,TRUE,,,,
13572,58248,48059320,Made from recovered paper,FALSE,,,,AT,27348,,TRUE,,,,
13573,76648,48059380,Other,FALSE,,,,AT,27348,,TRUE,,,,
13574,59748,4810130020,"With a weight of 70 g/m² or more but not exceeding 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses",FALSE,,,,AT,29548,,TRUE,,,,
13575,59848,4810130080,Other,FALSE,,,,AT,29548,,TRUE,,,,
13576,60948,4810140020,"With a weight of 70 g/m² or more but not more than 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard",FALSE,,,,AT,29648,,TRUE,,,,
13577,61048,4810140080,Other,FALSE,,,,AT,29648,,TRUE,,,,
13578,61748,4810190020,"With a weight of 70 g/m² or more but not more than 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard",FALSE,,,,AT,29748,,TRUE,,,,
13579,61848,4810190080,Other,FALSE,,,,AT,29748,,TRUE,,,,
13580,62348,4810220020,"With a weight of 70 g/m² or more but not exceeding 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses",FALSE,,,,AT,29948,,TRUE,,,,
13581,62448,4810220080,Other,FALSE,,,,AT,29948,,TRUE,,,,
13582,78548,48102930,In rolls,TRUE,,,Done,AT,30048,,,,,,
13583,78648,48102980,Other,TRUE,,,Done,AT,30048,,,,,,
13584,78748,48103210,Coated with kaolin,FALSE,,,,AT,30248,,TRUE,,,,
13585,78948,48103290,Other,FALSE,,,,AT,30248,,TRUE,,,,
13586,65148,48109210,Each layer bleached,FALSE,,,,AT,30548,,TRUE,,,,
13587,65248,48109230,With only one outer layer bleached,FALSE,,,,AT,30548,,TRUE,,,,
13588,65348,48109290,Other,FALSE,,,,AT,30548,,TRUE,,,,
13589,79248,48109910,"Bleached paper and paperboard, coated with kaolin",TRUE,,,Done,AT,30648,,,,,,
13590,65948,48109980,Other,TRUE,,,Done,AT,30648,,,,,,
13591,67148,48114120,"Of a width not exceeding 10 cm, the coating of which consists of unvulcanised natural or synthetic rubber",FALSE,,,,AT,31648,,TRUE,,,,
13592,67248,48114190,Other,FALSE,,,,AT,31648,,TRUE,,,,
13593,67948,4811590020,"Heavyweight thermal paper weighing more than 65 gr/m²; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a base coat on one or both sides; coated with a thermosensitive substance on one or both sides; and with or without a top coat",FALSE,,,,AT,44048,,TRUE,,,,
13594,68148,4811590090,Other,FALSE,,,,AT,44048,,TRUE,,,,
13595,68848,48182091,In rolls,FALSE,,,,AT,34948,,TRUE,,,,
13596,69048,48182099,Other,FALSE,,,,AT,34948,,TRUE,,,,
13597,72248,48236910,"Trays, dishes and plates",FALSE,,,,AT,39348,,TRUE,,,,
13598,72348,48236990,Other,FALSE,,,,AT,39348,,TRUE,,,,
13599,73848,4823908520,"Lightweight thermal paper weighing 65 gr/m² or less; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a base coat on one or both sides; coated with a thermosensitive substance on one or both sides; and with or without a top coat",FALSE,,,,AT,40348,,TRUE,,,,
13600,73948,4823908580,Other,FALSE,,,,AT,40348,,TRUE,,,,
13601,6649,4911910010,"Sheets (not being trade advertising material), not folded, merely with illustrations or pictures not bearing a text or caption, for editions of books or periodicals which are published in different countries in one or more languages",FALSE,,,,AT,5649,,TRUE,,,,
13602,6749,4911910090,Other,FALSE,,,,AT,5649,,TRUE,,,,
13603,5150,50072011,"Unbleached, scoured or bleached",TRUE,,,Done,AT,3950,,,,,,
13604,5250,50072019,Other,TRUE,,,Done,AT,3950,,,,,,
13605,5350,50072021,"Plain-woven, unbleached or not further processed than scoured",TRUE,,,Done,AT,4050,,,,,,
13606,5450,,Other,TRUE,,,Done,AT,4050,,,5007203100,5007203900,,
13607,5550,50072041,Diaphanous fabrics (open weave),TRUE,,,Done,AT,4150,,,,,,
13608,5650,,Other,TRUE,,,Done,AT,4150,,,5007205100,5007207100,,
13609,5750,5007901010,Manufactured on handlooms,FALSE,,,,AT,4250,,TRUE,,,,
13610,5850,5007901090,Other,FALSE,,,,AT,4250,,TRUE,,,,
13611,5950,5007903010,Manufactured on handlooms,FALSE,,,,AT,4350,,TRUE,,,,
13612,6050,5007903090,Other,FALSE,,,,AT,4350,,TRUE,,,,
13613,6150,5007905010,Manufactured on handlooms,FALSE,,,,AT,4450,,TRUE,,,,
13614,6250,5007905090,Other,FALSE,,,,AT,4450,,TRUE,,,,
13615,6350,5007909010,Manufactured on handlooms,FALSE,,,,AT,4550,,TRUE,,,,
13616,6450,5007909090,Other,FALSE,,,,AT,4550,,TRUE,,,,
13617,11851,51021910,Of angora rabbit,FALSE,,,,AT,6051,,TRUE,,,,
13618,11951,51021930,"Of alpaca, llama or vicuna",FALSE,,,,AT,6051,,TRUE,,,,
13619,12051,51021940,"Of camel (including dromedary) or yak, or of angora, Tibetan or similar goats",FALSE,,,,AT,6051,,TRUE,,,,
13620,12151,51021990,"Of rabbit (other than angora rabbit), hare, beaver, nutria or muskrat",FALSE,,,,AT,6051,,TRUE,,,,
13621,12851,51062091,Unbleached,FALSE,,,,AT,7651,,TRUE,,,,
13622,12951,51062099,Other,FALSE,,,,AT,7651,,TRUE,,,,
13623,13051,51072010,Unbleached,FALSE,,,,AT,7951,,TRUE,,,,
13624,13151,51072030,Other,FALSE,,,,AT,7951,,TRUE,,,,
13625,13251,,Mixed solely or mainly with synthetic staple fibres,TRUE,,,Done,AT,8051,,,5107205100,5107205900,,
13626,13351,,Otherwise mixed,TRUE,,,Done,AT,8051,,,5107209100,5107209900,,
13627,14351,51119091,Of a weight not exceeding 300 g/m<sup>2</sup>,FALSE,,,,AT,9951,,TRUE,,,,
13628,14551,51119098,Of a weight exceeding 300 g/m<sup>2</sup>,FALSE,,,,AT,9951,,TRUE,,,,
13629,15551,51129091,Of a weight not exceeding 200 g/m<sup>2</sup>,FALSE,,,,AT,11051,,TRUE,,,,
13630,15751,51129098,Of a weight exceeding 200 g/m<sup>2</sup>,FALSE,,,,AT,11051,,TRUE,,,,
13631,25052,52051510,"Measuring less than 125 decitex but not less than 83,33 decitex (exceeding 80 metric number but not exceeding 120 metric number)",FALSE,,,,AT,6352,,TRUE,,,,
13632,25152,52051590,"Measuring less than 83,33 decitex (exceeding 120 metric number)",FALSE,,,,AT,6352,,TRUE,,,,
13633,25552,5205260010,"Raw white single cotton yarn<br>- with an average fibre length of 36,5 mm or more,<br>- produced through the compact ring spinning process with pneumatic compression,<br>- with a tear strength of 26,5 cN/tex or more (according to ISO 2062:2009, at a speed of 5 000  mm/min)",FALSE,,,,AT,21752,,TRUE,,,,
13634,25652,5205260090,Other,FALSE,,,,AT,21752,,TRUE,,,,
13635,25752,5205270010,"Raw white single cotton yarn<br>- with an average fibre length of 36,5 mm or more,<br>- produced through the compact ring spinning process with pneumatic compression,<br>- with a tear strength of 26,5 cN/tex or more (according to ISO 2062:2009, at a speed of 5 000  mm/min)",FALSE,,,,AT,21852,,TRUE,,,,
13636,25852,5205270090,Other,FALSE,,,,AT,21852,,TRUE,,,,
13637,27452,52081110,"Fabrics for the manufacture of bandages, dressings and medical gauzes",FALSE,,,,AT,11452,,TRUE,,,,
13638,27652,52081190,Other,FALSE,,,,AT,11452,,TRUE,,,,
13639,27952,,"Plain weave, weighing more than 100 g/m<sup>2</sup> but not more than 130 g/m<sup>2</sup> and of a width",TRUE,,,Done,AT,11552,,,5208121600,5208121900,,
13640,28152,,"Plain weave, weighing more than 130 g/m<sup>2</sup> and of a width",TRUE,,,Done,AT,11552,,,5208129600,5208129900,,
13641,28652,52082110,"Fabrics for the manufacture of bandages, dressings and medical gauzes",FALSE,,,,AT,12052,,TRUE,,,,
13642,28852,52082190,Other,FALSE,,,,AT,12052,,TRUE,,,,
13643,29152,,"Plain weave, weighing more than 100 g/m<sup>2</sup> but not more than 130 g/m<sup>2</sup> and of a width",TRUE,,,Done,AT,12152,,,5208221600,5208221900,,
13644,29352,,"Plain weave, weighing more than 130 g/m² and of a width",TRUE,,,Done,AT,12152,,,5208229600,5208229900,,
13645,30152,,"Plain weave, weighing more than 100 g/m<sup>2</sup> but not more than 130 g/m<sup>2</sup> and of a width",TRUE,,,Done,AT,12852,,,5208321600,5208321900,,
13646,30352,,"Plain weave, weighing more than 130 g/m<sup>2</sup> and of a width",TRUE,,,Done,AT,12852,,,5208329600,5208329900,,
13647,31652,,Manufactured on handlooms,TRUE,,,Done,AT,14152,,,5208510011,5208510019,,
13648,31752,,Other,TRUE,,,Done,AT,14152,,,5208510091,5208510099,,
13649,31852,,Manufactured on handlooms,TRUE,,,Done,AT,14252,,,5208520011,5208520019,,
13650,31952,,Other,TRUE,,,Done,AT,14252,,,5208520091,5208520099,,
13651,32652,52085910,"3-thread or 4-thread twill, including cross twill",TRUE,,,Done,AT,14452,,,,,,
13652,32752,52085990,Other,TRUE,,,Done,AT,14452,,,,,,
13653,35652,,Manufactured on handlooms,TRUE,,,Done,AT,17152,,,5209510011,5209510019,,
13654,35752,,Other,TRUE,,,Done,AT,17152,,,5209510091,5209510099,,
13655,35852,,Manufactured on handlooms,TRUE,,,Done,AT,17252,,,5209520011,5209520019,,
13656,35952,,Other,TRUE,,,Done,AT,17252,,,5209520091,5209520099,,
13657,36052,,Manufactured on handlooms,TRUE,,,Done,AT,17352,,,5209590011,5209590019,,
13658,36152,,Other,TRUE,,,Done,AT,17352,,,5209590091,5209590099,,
13659,36252,5210110010,Manufactured on handlooms,FALSE,,,,AT,17452,,TRUE,,,,
13660,36352,5210110090,Other,FALSE,,,,AT,17452,,TRUE,,,,
13661,36852,5210190010,Manufactured on handlooms,FALSE,,,,AT,17652,,TRUE,,,,
13662,36952,5210190090,Other,FALSE,,,,AT,17652,,TRUE,,,,
13663,37052,5210210010,Manufactured on handlooms,FALSE,,,,AT,17752,,TRUE,,,,
13664,37152,5210210090,Other,FALSE,,,,AT,17752,,TRUE,,,,
13665,37652,5210290010,Manufactured on handlooms,FALSE,,,,AT,17952,,TRUE,,,,
13666,37752,5210290090,Other,FALSE,,,,AT,17952,,TRUE,,,,
13667,37852,5210310010,Manufactured on handlooms,FALSE,,,,AT,18052,,TRUE,,,,
13668,37952,5210310090,Other,FALSE,,,,AT,18052,,TRUE,,,,
13669,38252,5210320010,Manufactured on handlooms,FALSE,,,,AT,18152,,TRUE,,,,
13670,38352,5210320090,Other,FALSE,,,,AT,18152,,TRUE,,,,
13671,38452,5210390010,Manufactured on handlooms,FALSE,,,,AT,18252,,TRUE,,,,
13672,38552,5210390090,Other,FALSE,,,,AT,18252,,TRUE,,,,
13673,38652,5210410010,Manufactured on handlooms,FALSE,,,,AT,18352,,TRUE,,,,
13674,38752,5210410090,Other,FALSE,,,,AT,18352,,TRUE,,,,
13675,39052,5210490010,Manufactured on handlooms,FALSE,,,,AT,18552,,TRUE,,,,
13676,39152,5210490090,Other,FALSE,,,,AT,18552,,TRUE,,,,
13677,39252,5210510010,Manufactured on handlooms,FALSE,,,,AT,18652,,TRUE,,,,
13678,39352,5210510090,Other,FALSE,,,,AT,18652,,TRUE,,,,
13679,39652,5210590010,Manufactured on handlooms,FALSE,,,,AT,18852,,TRUE,,,,
13680,39752,5210590090,Other,FALSE,,,,AT,18852,,TRUE,,,,
13681,39852,5211110010,Manufactured on handlooms,FALSE,,,,AT,18952,,TRUE,,,,
13682,39952,5211110090,Other,FALSE,,,,AT,18952,,TRUE,,,,
13683,40052,5211120010,Manufactured on handlooms,FALSE,,,,AT,19052,,TRUE,,,,
13684,40152,5211120090,Other,FALSE,,,,AT,19052,,TRUE,,,,
13685,40252,5211190010,Manufactured on handlooms,FALSE,,,,AT,19152,,TRUE,,,,
13686,40352,5211190090,Other,FALSE,,,,AT,19152,,TRUE,,,,
13687,41052,5211310010,Manufactured on handlooms,FALSE,,,,AT,19752,,TRUE,,,,
13688,41152,5211310090,Other,FALSE,,,,AT,19752,,TRUE,,,,
13689,41252,5211320010,Manufactured on handlooms,FALSE,,,,AT,19852,,TRUE,,,,
13690,41352,5211320090,Other,FALSE,,,,AT,19852,,TRUE,,,,
13691,41452,5211390010,Manufactured on handlooms,FALSE,,,,AT,19952,,TRUE,,,,
13692,41552,5211390090,Other,FALSE,,,,AT,19952,,TRUE,,,,
13693,41652,5211410010,Manufactured on handlooms,FALSE,,,,AT,20052,,TRUE,,,,
13694,41752,5211410090,Other,FALSE,,,,AT,20052,,TRUE,,,,
13695,41852,5211420010,Manufactured on handlooms,FALSE,,,,AT,20152,,TRUE,,,,
13696,41952,5211420090,Other,FALSE,,,,AT,20152,,TRUE,,,,
13697,42052,5211430010,Manufactured on handlooms,FALSE,,,,AT,20252,,TRUE,,,,
13698,42152,5211430090,Other,FALSE,,,,AT,20252,,TRUE,,,,
13699,42252,52114910,Jacquard fabrics,TRUE,,,Done,AT,20352,,,,,,
13700,42452,52114990,Other,TRUE,,,Done,AT,20352,,,,,,
13701,42552,5211510010,Manufactured on handlooms,FALSE,,,,AT,20452,,TRUE,,,,
13702,42652,5211510090,Other,FALSE,,,,AT,20452,,TRUE,,,,
13703,42752,5211520010,Manufactured on handlooms,FALSE,,,,AT,20552,,TRUE,,,,
13704,42852,5211520090,Other,FALSE,,,,AT,20552,,TRUE,,,,
13705,42952,5211590010,Manufactured on handlooms,FALSE,,,,AT,20652,,TRUE,,,,
13706,43052,5211590090,Other,FALSE,,,,AT,20652,,TRUE,,,,
13707,43152,52121110,Mixed mainly or solely with flax,TRUE,,,Done,AT,20752,'NoneType' object has no attribute 'status_code',,,,,
13708,43252,52121190,Otherwise mixed,TRUE,,,Done,AT,20752,,,,,,
13709,43352,52121210,Mixed mainly or solely with flax,TRUE,,,Done,AT,20852,,,,,,
13710,43452,52121290,Otherwise mixed,TRUE,,,Done,AT,20852,,,,,,
13711,43552,52121310,Mixed mainly or solely with flax,TRUE,,,Done,AT,20952,,,,,,
13712,43652,52121390,Otherwise mixed,TRUE,,,Done,AT,20952,,,,,,
13713,43752,52121410,Mixed mainly or solely with flax,TRUE,,,Done,AT,21052,,,,,,
13714,43852,52121490,Otherwise mixed,TRUE,,,Done,AT,21052,,,,,,
13715,43952,52121510,Mixed mainly or solely with flax,TRUE,,,Done,AT,21152,,,,,,
13716,44052,52121590,Otherwise mixed,TRUE,,,Done,AT,21152,,,,,,
13717,44152,52122110,Mixed mainly or solely with flax,TRUE,,,Done,AT,21252,,,,,,
13718,44252,52122190,Otherwise mixed,TRUE,,,Done,AT,21252,,,,,,
13719,44352,52122210,Mixed mainly or solely with flax,TRUE,,,Done,AT,21352,,,,,,
13720,44452,52122290,Otherwise mixed,TRUE,,,Done,AT,21352,,,,,,
13721,44552,52122310,Mixed mainly or solely with flax,TRUE,,,Done,AT,21452,,,,,,
13722,44652,52122390,Otherwise mixed,TRUE,,,Done,AT,21452,,,,,,
13723,44752,52122410,Mixed mainly or solely with flax,TRUE,,,Done,AT,21552,,,,,,
