Unnamed: 0,id,code,description,hasChildren,section,index,crawled,country,parent_id,error_message,selectable,intervalMin,intervalMax,tariff_crawled,tariff_crawled_error_message
13724,44852,52122490,Otherwise mixed,TRUE,,,Done,AT,21552,,,,,,
13725,44952,52122510,Mixed mainly or solely with flax,TRUE,,,Done,AT,21652,,,,,,
13726,45052,52122590,Otherwise mixed,TRUE,,,Done,AT,21652,,,,,,
13727,9753,53061010,"Measuring 833,3 decitex or more (not exceeding 12 metric number)",TRUE,,,Done,AT,6453,,,,,,
13728,9953,53061030,"Measuring less than 833,3 decitex but not less than 277,8 decitex (exceeding 12 metric number but not exceeding 36 metric number)",TRUE,,,Done,AT,6453,,,,,,
13729,11953,53061050,"Measuring less than 277,8 decitex (exceeding 36 metric number)",FALSE,,,,AT,6453,,TRUE,,,,
13730,10553,53089012,"Measuring 277,8 decitex or more (not exceeding 36 metric number)",FALSE,,,,AT,7553,,TRUE,,,,
13731,10753,53089019,"Measuring less than 277,8 decitex (exceeding 36 metric number)",FALSE,,,,AT,7553,,TRUE,,,,
13732,10853,53091110,Unbleached,FALSE,,,,AT,7853,,TRUE,,,,
13733,11053,53091190,Bleached,FALSE,,,,AT,7853,,TRUE,,,,
13734,20654,,Core yarn,TRUE,,,Done,AT,5754,,,5401101200,5401101400,,
13735,20754,,Other,TRUE,,,Done,AT,5754,,,5401101600,5401101800,,
13736,24454,5402490030,"Yarn of a copolymer of glycollic acid with lactic acid, for the manufacture of surgical sutures",FALSE,,,,AT,8754,,TRUE,,,,
13737,24554,5402490050,Non-textured filament yarn of poly(vinyl alcohol),FALSE,,,,AT,8754,,TRUE,,,,
13738,25054,5402490090,Other,FALSE,,,,AT,8754,,TRUE,,,,
13739,27054,5403310010,"Continuous viscose rayon filament yarn of 105 dtex or more but not more than 117 dtex, and consisting of 36 monofilaments or more but not more than 40 monofilaments",FALSE,,,,AT,19154,,TRUE,,,,
13740,27254,5403310090,Other,FALSE,,,,AT,19154,,TRUE,,,,
13741,27454,,With a twist not exceeding 250 turns per metre,TRUE,,,Done,AT,10854,,,5403320011,5403320019,,
13742,27554,5403320090,Other,FALSE,,,,AT,10854,,TRUE,,,,
13743,27754,,"Single, untwisted or with a twist not exceeding 250 turns per metre",TRUE,,,Done,AT,10954,,,5403330011,5403330019,,
13744,27854,5403330090,Other,FALSE,,,,AT,10954,,TRUE,,,,
13745,29554,5404190060,"Chemically tapered synthetic filaments of polyester with:<br> <br>-a diameter of 0,1 mm or more but not more than 0,6 mm, <br> <br>-a length of 30 mm or more but not more than 120 mm,<br>for use in the manufacture of paintbrushes",FALSE,,,,AT,12054,,TRUE,,,,
13746,29654,5404190090,Other,FALSE,,,,AT,12054,,TRUE,,,,
13747,30054,5404909020,Strip of polyimide,FALSE,,,,AT,12354,,TRUE,,,,
13748,30154,5404909090,Other,FALSE,,,,AT,12354,,TRUE,,,,
13749,30254,54072011,Less than 3 m,FALSE,,,,AT,12654,,TRUE,,,,
13750,30354,54072019,3 m or more,FALSE,,,,AT,12654,,TRUE,,,,
13751,35154,54076110,Unbleached or bleached,FALSE,,,,AT,14754,,TRUE,,,,
13752,31754,54076130,Dyed,FALSE,,,,AT,14754,,TRUE,,,,
13753,31854,54076150,Of yarns of different colours,FALSE,,,,AT,14754,,TRUE,,,,
13754,31954,54076190,Printed,FALSE,,,,AT,14754,,TRUE,,,,
13755,35354,54076910,Unbleached or bleached,FALSE,,,,AT,14854,,TRUE,,,,
13756,35554,54076990,Other,FALSE,,,,AT,14854,,TRUE,,,,
13757,35754,54082210,"Of a width exceeding 135 cm but not exceeding 155 cm, plain weave, twill weave, cross twill weave or satin weave",TRUE,,,Done,AT,16654,,,,,,
13758,35854,54082290,Other,TRUE,,,Done,AT,16654,,,,,,
13759,34254,5408320010,Manufacture from man-made filament yarns,FALSE,,,,AT,20454,,TRUE,,,,
13760,34354,5408320090,Other,FALSE,,,,AT,20454,,TRUE,,,,
13761,31955,5505101010,PA6 and PA66,FALSE,,,,AT,28955,,TRUE,,,,
13762,32055,5505101090,Other,FALSE,,,,AT,28955,,TRUE,,,,
13763,36355,55121910,Printed,FALSE,,,,AT,21155,,TRUE,,,,
13764,36455,55121990,Other,FALSE,,,,AT,21155,,TRUE,,,,
13765,36555,55122910,Printed,FALSE,,,,AT,21355,,TRUE,,,,
13766,36655,55122990,Other,FALSE,,,,AT,21355,,TRUE,,,,
13767,36755,55129910,Printed,FALSE,,,,AT,21555,,TRUE,,,,
13768,36855,55129990,Other,FALSE,,,,AT,21555,,TRUE,,,,
13769,37055,55131120,Of a width of 165 cm or less,FALSE,,,,AT,21655,,TRUE,,,,
13770,37255,55131190,Of a width of more than 165 cm,FALSE,,,,AT,21655,,TRUE,,,,
13771,37655,55132310,"3-thread or 4-thread twill, including cross twill",FALSE,,,,AT,30055,,TRUE,,,,
13772,37755,55132390,Other,FALSE,,,,AT,30055,,TRUE,,,,
13773,37855,55141910,Of polyester staple fibres,FALSE,,,,AT,30155,,TRUE,,,,
13774,37955,55141990,Other,FALSE,,,,AT,30155,,TRUE,,,,
13775,38055,55151110,Unbleached or bleached,FALSE,,,,AT,25555,,TRUE,,,,
13776,38155,55151130,Printed,FALSE,,,,AT,25555,,TRUE,,,,
13777,38255,55151190,Other,FALSE,,,,AT,25555,,TRUE,,,,
13778,38355,55151210,Unbleached or bleached,FALSE,,,,AT,25655,,TRUE,,,,
13779,38455,55151230,Printed,FALSE,,,,AT,25655,,TRUE,,,,
13780,38555,55151290,Other,FALSE,,,,AT,25655,,TRUE,,,,
13781,38655,,Mixed mainly or solely with carded wool or fine animal hair (woollen),TRUE,,,Done,AT,25755,,,5515131100,5515131900,,
13782,38755,,Mixed mainly or solely with combed wool or fine animal hair (worsted),TRUE,,,Done,AT,25755,,,5515139100,5515139900,,
13783,38855,55151910,Unbleached or bleached,FALSE,,,,AT,25855,,TRUE,,,,
13784,38955,55151930,Printed,FALSE,,,,AT,25855,,TRUE,,,,
13785,39055,55151990,Other,FALSE,,,,AT,25855,,TRUE,,,,
13786,39155,55152110,Unbleached or bleached,FALSE,,,,AT,25955,,TRUE,,,,
13787,39255,55152130,Printed,FALSE,,,,AT,25955,,TRUE,,,,
13788,39355,55152190,Other,FALSE,,,,AT,25955,,TRUE,,,,
13789,39455,,Mixed mainly or solely with carded wool or fine animal hair (woollen),TRUE,,,Done,AT,26055,,,5515221100,5515221900,,
13790,39555,,Mixed mainly or solely with combed wool or fine animal hair (worsted),TRUE,,,Done,AT,26055,,,5515229100,5515229900,,
13791,39955,55159110,Unbleached or bleached,FALSE,,,,AT,26355,,TRUE,,,,
13792,40055,55159130,Printed,FALSE,,,,AT,26355,,TRUE,,,,
13793,40155,55159190,Other,FALSE,,,,AT,26355,,TRUE,,,,
13794,40755,55159920,Unbleached or bleached,FALSE,,,,AT,26555,,TRUE,,,,
13795,40955,55159940,Printed,FALSE,,,,AT,26555,,TRUE,,,,
13796,41055,55159980,Other,FALSE,,,,AT,26555,,TRUE,,,,
13797,41255,55162310,Jacquard fabrics of a width of 140 cm or more (mattress tickings),FALSE,,,,AT,27255,,TRUE,,,,
13798,41355,55162390,Other,FALSE,,,,AT,27255,,TRUE,,,,
13799,11056,56012110,Absorbent,FALSE,,,,AT,4056,,TRUE,,,,
13800,11156,56012190,Other,FALSE,,,,AT,4056,,TRUE,,,,
13801,11256,56012210,Rolls of a diameter not exceeding 8 mm,FALSE,,,,AT,4156,,TRUE,,,,
13802,11356,56012290,Other,FALSE,,,,AT,4156,,TRUE,,,,
13803,11556,,Needleloom felt,TRUE,,,Done,AT,4856,,,5602101100,5602101900,,
13804,11656,,Stitch-bonded fibre fabrics,TRUE,,,Done,AT,4856,,,5602103100,5602103800,,
13805,11756,5602290010,Of coarse animal hair,FALSE,,,,AT,5156,,TRUE,,,,
13806,11856,5602290090,Of other textile materials,FALSE,,,,AT,5156,,TRUE,,,,
13807,13756,56031110,Coated or covered,TRUE,,,Done,AT,6056,,,,,,
13808,13856,56031190,Other,TRUE,,,Done,AT,6056,,,,,,
13809,13956,56031210,Coated or covered,TRUE,,,Done,AT,6156,,,,,,
13810,14056,56031290,Other,TRUE,,,Done,AT,6156,,,,,,
13811,21256,56031310,Coated or covered,TRUE,,,Done,AT,6256,,,,,,
13812,14456,56031390,Other,TRUE,,,Done,AT,6256,,,,,,
13813,21656,56031410,Coated or covered,TRUE,,,Done,AT,6356,,,,,,
13814,15056,,Other,TRUE,,,Done,AT,6356,,,5603142000,5603148000,,
13815,15256,56039110,Coated or covered,TRUE,,,Done,AT,6456,,,,,,
13816,15356,56039190,Other,TRUE,,,Done,AT,6456,,,,,,
13817,15456,56039210,Coated or covered,TRUE,,,Done,AT,6556,,,,,,
13818,15556,56039290,Other,TRUE,,,Done,AT,6556,,,,,,
13819,15656,56039310,Coated or covered,FALSE,,,,AT,6656,,TRUE,,,,
13820,15856,56039390,Other,TRUE,,,Done,AT,6656,,,,,,
13821,15956,56039410,Coated or covered,FALSE,,,,AT,6756,,TRUE,,,,
13822,16156,,Other,TRUE,,,Done,AT,6756,,,5603942000,5603948000,,
13823,16356,5604901010,"Of synthetic filament (continuous), not put up for retail sale, other than non-textured single yarn untwisted or with a twist of not more than 50 turns per metre",FALSE,,,,AT,7856,,TRUE,,,,
13824,16456,5604901020,"Of viscose rayon, not put up for retail sale, other than single yarn, untwisted or with a twist of not more than 250 turns per metre",FALSE,,,,AT,7856,,TRUE,,,,
13825,16556,5604901090,Other,FALSE,,,,AT,7856,,TRUE,,,,
13826,16656,5604909010,"Silk yarn spun from silk waste, and silk worm gut",FALSE,,,,AT,7956,,TRUE,,,,
13827,16756,5604909020,"Monofil, strip (artificial straw and the like) and imitation catgut, of synthetic textile materials",FALSE,,,,AT,7956,,TRUE,,,,
13828,16856,5604909030,Artificial monofil,FALSE,,,,AT,7956,,TRUE,,,,
13829,17056,5604909050,"Cotton yarn, not put up for retail sale",FALSE,,,,AT,7956,,TRUE,,,,
13830,17256,5604909090,Other,FALSE,,,,AT,7956,,TRUE,,,,
13831,17456,5607210010,For agricultural machinery,FALSE,,,,AT,8256,,TRUE,,,,
13832,17756,5607210090,Other,FALSE,,,,AT,8256,,TRUE,,,,
13833,18756,,Measuring more than 50 000 decitex (5 g/m),TRUE,,,Done,AT,8856,,,5607491100,5607491900,,
13834,18856,56074990,Measuring 50 000 decitex (5 g/m) or less,FALSE,,,,AT,8856,,TRUE,,,,
13835,18956,,Measuring more than 50 000 decitex (5 g/m),TRUE,,,Done,AT,8956,,,5607501100,5607501900,,
13836,22356,56075030,Measuring 50 000 decitex (5 g/m) or less,TRUE,,,Done,AT,8956,,,,,,
13837,19656,5607509090,Twine,FALSE,,,,AT,10956,,TRUE,,,,
13838,19856,5607509098,Other,FALSE,,,,AT,10956,,TRUE,,,,
13839,19956,5607902010,Of abaca (Manila hemp or Musa textilis Nee) or other hard (leaf) fibres,FALSE,,,,AT,9856,,TRUE,,,,
13840,20056,5607902020,Of jute or other textile bast fibres of heading 5303,FALSE,,,,AT,9856,,TRUE,,,,
13841,20156,5607909010,Of true hemp,FALSE,,,,AT,9956,,TRUE,,,,
13842,20256,5607909020,Of flax or ramie,FALSE,,,,AT,9956,,TRUE,,,,
13843,20356,5607909090,Other,FALSE,,,,AT,9956,,TRUE,,,,
13844,20556,56081120,"Of twine, cordage, rope or cables",FALSE,,,,AT,10056,,TRUE,,,,
13845,20656,56081180,Other,FALSE,,,,AT,10056,,TRUE,,,,
13846,20856,,Made-up nets,TRUE,,,Done,AT,10156,,,5608191100,5608193000,,
13847,20956,56081990,Other,FALSE,,,,AT,10156,,TRUE,,,,
13848,11957,5701101010,Hand-made,FALSE,,,,AT,3457,,TRUE,,,,
13849,12057,5701101090,Other,FALSE,,,,AT,3457,,TRUE,,,,
13850,12457,5701901010,Hand-made,FALSE,,,,AT,3757,,TRUE,,,,
13851,12557,5701901090,Other,FALSE,,,,AT,3757,,TRUE,,,,
13852,12657,5701909010,Hand-made,FALSE,,,,AT,3857,,TRUE,,,,
13853,12757,5701909090,Other,FALSE,,,,AT,3857,,TRUE,,,,
13854,12957,57023110,Axminster carpets,FALSE,,,,AT,10857,,TRUE,,,,
13855,13157,57023180,Other,FALSE,,,,AT,10857,,TRUE,,,,
13856,13757,5702390010,Of jute or of other textile bast fibres falling within heading  5303,FALSE,,,,AT,4657,,TRUE,,,,
13857,13857,5702390020,"Of sisal, of other fibres of the genus Agave or of Manila hemp",FALSE,,,,AT,4657,,TRUE,,,,
13858,13957,5702390030,Of cotton,FALSE,,,,AT,4657,,TRUE,,,,
13859,14057,5702390090,Other,FALSE,,,,AT,4657,,TRUE,,,,
13860,14457,57024110,Axminster carpets,FALSE,,,,AT,11357,,TRUE,,,,
13861,14657,57024190,Other,FALSE,,,,AT,11357,,TRUE,,,,
13862,15257,5702490020,Of jute or of other textile bast fibres falling within heading  5303,FALSE,,,,AT,5457,,TRUE,,,,
13863,15357,5702490030,"Of sisal, of other fibres of the genus Agave or of Manila hemp",FALSE,,,,AT,5457,,TRUE,,,,
13864,15457,5702490090,Other,FALSE,,,,AT,5457,,TRUE,,,,
13865,15757,57025031,Of polypropylene,FALSE,,,,AT,5657,,TRUE,,,,
13866,15857,57025039,Other,FALSE,,,,AT,5657,,TRUE,,,,
13867,15957,5702509010,Of jute or of other textile bast fibres falling within heading  5303,FALSE,,,,AT,5757,,TRUE,,,,
13868,16157,5702509030,"Of sisal, of other fibres of the genus Agave or of Manila hemp",FALSE,,,,AT,5757,,TRUE,,,,
13869,16257,5702509090,Other,FALSE,,,,AT,5757,,TRUE,,,,
13870,16957,57029210,Of polypropylene,FALSE,,,,AT,11857,,TRUE,,,,
13871,17057,57029290,Other,FALSE,,,,AT,11857,,TRUE,,,,
13872,17157,5702990010,Of jute or of other textile bast fibres falling within heading  5303,FALSE,,,,AT,6557,,TRUE,,,,
13873,17357,5702990030,"Of sisal, of other fibres of the genus Agave or of Manila hemp",FALSE,,,,AT,6557,,TRUE,,,,
13874,17457,5702990090,Other,FALSE,,,,AT,6557,,TRUE,,,,
13875,18357,,Printed,TRUE,,,Done,AT,7357,,,5703291000,5703291900,,
13876,18457,,Other,TRUE,,,Done,AT,7357,,,5703299100,5703299900,,
13877,19557,,Of polypropylene,TRUE,,,Done,AT,8057,,,5703391000,5703391900,,
13878,19657,,Other,TRUE,,,Done,AT,8057,,,5703399100,5703399900,,
13879,19957,5703902010,Of jute or of other textile bast fibres falling within heading  5303,FALSE,,,,AT,8557,,TRUE,,,,
13880,20057,5703902090,Other,FALSE,,,,AT,8557,,TRUE,,,,
13881,20157,5703908010,Of jute or of other textile bast fibres falling within heading  5303,FALSE,,,,AT,8657,,TRUE,,,,
13882,20257,5703908090,Other,FALSE,,,,AT,8657,,TRUE,,,,
13883,21157,5705008031,Hand-made,FALSE,,,,AT,10057,,TRUE,,,,
13884,21257,5705008039,Other,FALSE,,,,AT,10057,,TRUE,,,,
13885,21357,5705008091,Hand-made,FALSE,,,,AT,10157,,TRUE,,,,
13886,21457,5705008099,Other,FALSE,,,,AT,10157,,TRUE,,,,
13887,12958,5801210010,Manufactured on handlooms,FALSE,,,,AT,5158,,TRUE,,,,
13888,13058,5801210090,Other,FALSE,,,,AT,5158,,TRUE,,,,
13889,13158,5801220010,Manufactured on handlooms,FALSE,,,,AT,5258,,TRUE,,,,
13890,13258,5801220090,Other,FALSE,,,,AT,5258,,TRUE,,,,
13891,13358,5801230010,Manufactured on handlooms,FALSE,,,,AT,5358,,TRUE,,,,
13892,13458,5801230090,Other,FALSE,,,,AT,5358,,TRUE,,,,
13893,13958,5801260010,Manufactured on handlooms,FALSE,,,,AT,5658,,TRUE,,,,
13894,14058,5801260090,Other,FALSE,,,,AT,5658,,TRUE,,,,
13895,14158,5801270010,Manufactured on handlooms,FALSE,,,,AT,5758,,TRUE,,,,
13896,14258,5801270090,Other,FALSE,,,,AT,5758,,TRUE,,,,
13897,14358,5801909010,"Of silk, of noil silk or of other silk waste",FALSE,,,,AT,12558,,TRUE,,,,
13898,14558,5801909020,Of ramie,FALSE,,,,AT,12558,,TRUE,,,,
13899,14658,5801909090,Other,FALSE,,,,AT,12558,,TRUE,,,,
13900,14758,5803001091,"Gauze of cotton, of a width of less than 1 500 mm",FALSE,,,,AT,7358,,TRUE,,,,
13901,14858,5803001099,Other,FALSE,,,,AT,7358,,TRUE,,,,
13902,16358,58063210,With real selvedges,FALSE,,,,AT,9858,,TRUE,,,,
13903,16458,58063290,Other,FALSE,,,,AT,9858,,TRUE,,,,
13904,16558,5806390010,Of jute or of other textile bast fibres of heading 5303,FALSE,,,,AT,9958,,TRUE,,,,
13905,16658,5806390090,Other,FALSE,,,,AT,9958,,TRUE,,,,
13906,16758,5807901010,Of felt,FALSE,,,,AT,10458,,TRUE,,,,
13907,16858,5807901090,Other,FALSE,,,,AT,10458,,TRUE,,,,
13908,16958,5810101010,Hand-made,FALSE,,,,AT,10658,,TRUE,,,,
13909,17058,5810101090,Other,FALSE,,,,AT,10658,,TRUE,,,,
13910,17158,5810109010,Hand-made,FALSE,,,,AT,10758,,TRUE,,,,
13911,17258,5810109090,Other,FALSE,,,,AT,10758,,TRUE,,,,
13912,17358,58109110,"Of a value exceeding € 17,50/kg (net weight)",TRUE,,,Done,AT,10858,,,,,,
13913,17458,58109190,Other,TRUE,,,Done,AT,10858,,,,,,
13914,17558,58109210,"Of a value exceeding € 17,50/kg (net weight)",TRUE,,,Done,AT,10958,,,,,,
13915,17658,58109290,Other,TRUE,,,Done,AT,10958,,,,,,
13916,17758,58109910,"Of a value exceeding € 17,50/kg (net weight)",TRUE,,,Done,AT,11058,,,,,,
13917,17858,58109990,Other,TRUE,,,Done,AT,11058,,,,,,
13918,9659,5903209020,"Two layers' plastic-laminated textile fabric with:<br>- one layer consisting of knitted or crocheted polyester textile fabric,<br>- other layer consisting of polyurethane foam,<br>- a weight of 150g/m² or more, but not more than 500g/m²,<br>- a thickness of 1mm or more, but not more than 5mm<br>for use in the manufacture of the retractable roof of motor vehicles <br>",FALSE,,,,AT,6059,,TRUE,,,,
13919,9759,5903209090,Other,FALSE,,,,AT,6059,,TRUE,,,,
13920,9859,59039091,"With cellulose derivatives or other plastics, with the fabric forming the right side",FALSE,,,,AT,6259,,TRUE,,,,
13921,9959,59039099,Other,FALSE,,,,AT,6259,,TRUE,,,,
13922,10559,5905007010,"Woven, of synthetic fibres (staple or waste)",FALSE,,,,AT,8959,,TRUE,,,,
13923,10659,5905007020,"Woven, of continuous artificial fibres",FALSE,,,,AT,8959,,TRUE,,,,
13924,10759,5905007030,"Woven, of artificial staple fibres",FALSE,,,,AT,8959,,TRUE,,,,
13925,10859,5905007040,Nonwovens,FALSE,,,,AT,8959,,TRUE,,,,
13926,10959,5905007050,Felt,FALSE,,,,AT,8959,,TRUE,,,,
13927,11059,5905007090,Other,FALSE,,,,AT,8959,,TRUE,,,,
13928,11159,5905009010,Of other textile bast fibres of heading 5303,FALSE,,,,AT,9059,,TRUE,,,,
13929,11259,5905009020,Of silk,FALSE,,,,AT,9059,,TRUE,,,,
13930,11359,5905009090,Other,FALSE,,,,AT,9059,,TRUE,,,,
13931,11459,59069910,Fabrics mentioned in note 5(c) to this chapter,FALSE,,,,AT,7359,,TRUE,,,,
13932,13959,59069990,Other,TRUE,,,Done,AT,7359,,,,,,
13933,11759,,Of silk or man-made fibres,TRUE,,,Done,AT,8359,,,5911311100,5911311900,,
13934,11859,59113190,Of other textile materials,FALSE,,,,AT,8359,,TRUE,,,,
13935,12059,,Of silk or man-made fibres,TRUE,,,Done,AT,8459,,,5911321100,5911321900,,
13936,12159,59113290,Of other textile materials,FALSE,,,,AT,8459,,TRUE,,,,
13937,12859,59119091,Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers,FALSE,,,,AT,8759,,TRUE,,,,
13938,12959,59119099,Other,TRUE,,,Done,AT,8759,,,,,,
13939,11560,6001290010,Of wool or fine animal hair,FALSE,,,,AT,4560,,TRUE,,,,
13940,11660,6001290090,Other,FALSE,,,,AT,4560,,TRUE,,,,
13941,12760,6001990010,Of wool or fine animal hair,FALSE,,,,AT,5060,,TRUE,,,,
13942,12860,6001990090,Other,FALSE,,,,AT,5060,,TRUE,,,,
13943,13760,6002400091,"Of wool, of cotton or artificial fibres",FALSE,,,,AT,6160,,TRUE,,,,
13944,13860,6002400099,Other,FALSE,,,,AT,6160,,TRUE,,,,
13945,15160,6004100091,"Of wool, of cotton or artificial fibres",FALSE,,,,AT,7360,,TRUE,,,,
13946,15260,6004100099,Other,FALSE,,,,AT,7360,,TRUE,,,,
13947,31961,,Of wool or fine animal hair,TRUE,,,Done,AT,10561,,,6101902011,6101902019,,
13948,32061,6101902090,Other,FALSE,,,,AT,10561,,TRUE,,,,
13949,32161,6101908010,Of wool or fine animal hair,FALSE,,,,AT,10661,,TRUE,,,,
13950,32261,6101908090,Other,FALSE,,,,AT,10661,,TRUE,,,,
13951,32361,6102101010,Hand-made ponchos of fine animal hair,FALSE,,,,AT,10861,,TRUE,,,,
13952,32461,6102101090,Other,FALSE,,,,AT,10861,,TRUE,,,,
13953,32561,6103390010,Of artificial fibres,FALSE,,,,AT,12861,,TRUE,,,,
13954,32661,6103390090,Other,FALSE,,,,AT,12861,,TRUE,,,,
13955,33361,6103490010,Trousers and breeches,FALSE,,,,AT,13561,,TRUE,,,,
13956,33461,,Other,TRUE,,,Done,AT,13561,,,6103490091,6103490099,,
13957,34161,61041920,Of cotton,FALSE,,,,AT,13961,,TRUE,,,,
13958,34261,61041990,Of other textile materials,TRUE,,,Done,AT,13961,,,,,,
13959,34661,61042910,Of wool or fine animal hair,FALSE,,,,AT,14361,,TRUE,,,,
13960,34761,61042990,Of other textile materials,TRUE,,,Done,AT,14361,,,,,,
13961,34861,6104390010,Of artificial fibres,FALSE,,,,AT,14761,,TRUE,,,,
13962,34961,6104390090,Other,FALSE,,,,AT,14761,,TRUE,,,,
13963,35661,6104690010,Trousers and breeches,FALSE,,,,AT,16361,,TRUE,,,,
13964,35761,,Other,TRUE,,,Done,AT,16361,,,6104690091,6104690099,,
13965,36861,6107990010,Of wool or fine animal hair,FALSE,,,,AT,18661,,TRUE,,,,
13966,36961,6107990020,Of man-made fibres,FALSE,,,,AT,18661,,TRUE,,,,
13967,37061,6107990090,Other,FALSE,,,,AT,18661,,TRUE,,,,
13968,38961,6108990010,Of wool or fine animal hair,FALSE,,,,AT,20761,,TRUE,,,,
13969,39061,6108990090,Other,FALSE,,,,AT,20761,,TRUE,,,,
13970,39561,61101110,"Jerseys and pullovers, containing at least 50 % by weight of wool and weighing 600 g or more per article",FALSE,,,,AT,21661,,TRUE,,,,
13971,39661,,Other,TRUE,,,Done,AT,21661,,,6110113000,6110119000,,
13972,39761,61101210,Men's or boys',TRUE,,,Done,AT,21761,,,,,,
13973,39861,61101290,Women's or girls',TRUE,,,Done,AT,21761,,,,,,
13974,39961,61101910,Men's or boys',TRUE,,,Done,AT,21861,,,,,,
13975,40061,61101990,Women's or girls',TRUE,,,Done,AT,21861,,,,,,
