stt,area,page,cntyCd,baseYy,reffNoNm,prlstClsfSrno
5235,EU,1,LT,2024,LTBTI2024-DEC-0028/20,14
5236,EU,1,LT,2024,LTBTI2024-DEC-0027/20,13
5237,EU,1,DE,2024,DEBTI32357/24-1,4695
5238,EU,1,DE,2024,DEBTI36141/24-1,5474
5239,EU,1,DE,2024,DEBTI33884/24-1,5012
5240,EU,1,FR,2024,FRBTIFR-BTI-2024-04716,1040
5241,EU,1,DE,2024,DEBTI17019/24-1,826
5242,EU,1,CZ,2024,CZBTI34/208093/2024-580000-04/01,142
5243,EU,1,CZ,2024,CZBTI51/189791/2024-580000-04/01,430
5244,EU,1,DE,2024,DEBTI1299/24-19,309
5245,EU,1,DE,2024,DEBTI26830/24-1,3233
5246,EU,1,DE,2024,DEBTI39599/24-1,5801
5247,EU,1,DE,2024,DEBTI22831/24-1,2124
5248,EU,1,DE,2024,DEBTI1299/24-22,313
5249,EU,1,BG,2024,BGBTIBG009999-2024-BTI117,18
5250,EU,1,DE,2024,DEBTI21869/24-2,1894
5251,EU,1,DE,2024,DEBTI29346/24-1,3926
5252,EU,1,DE,2024,DEBTI33567/24-1,4949
5253,EU,1,FR,2024,FRBTIFR-BTI-2024-04680,1018
5254,EU,1,DE,2024,DEBTI1299/24-11,301
5255,EU,1,AT,2024,ATBTI2024000361-DEC,141
5256,EU,1,DE,2024,DEBTI4283/24-1,5882
5257,EU,1,DE,2024,DEBTI36091/24-1,5462
5258,EU,1,LV,2024,LVBTILV009999-2024-BTI53,38
5259,EU,1,DE,2024,DEBTI19593/24-1,1388
5260,EU,1,DE,2024,DEBTI16463/24-1,759
5261,EU,1,DE,2024,DEBTI32019/24-1,4586
5262,EU,1,DE,2024,DEBTI31632/24-1,4519
5263,EU,1,DE,2024,DEBTI4400/24-1,5898
5264,EU,1,NL,2024,NLBTI2024-0665,261
5265,EU,1,DE,2024,DEBTI1299/24-24,315
5266,EU,1,DE,2024,DEBTI33433/24-1,4916
5267,EU,1,PL,2024,PLBTIWIT-2024-001034,249
5268,EU,1,DE,2024,DEBTI33455/24-1,4925
5269,EU,1,DE,2024,DEBTI1299/24-14,304
5270,EU,1,DE,2024,DEBTI37276/24-1,5610
5271,EU,1,DE,2024,DEBTI33473/24-1,4930
5272,EU,1,DE,2024,DEBTI33423/24-1,4909
5273,EU,1,DE,2024,DEBTI33876/24-1,5011
5274,EU,1,DE,2024,DEBTI41225/24-1,5863
5275,EU,1,DE,2024,DEBTI33906/24-1,5022
5276,EU,1,AT,2024,ATBTI2024181-DEC,196
5277,EU,1,DE,2024,DEBTI33916/24-1,5026
5278,EU,1,DE,2024,DEBTI25750/24-1,2920
5279,EU,1,DE,2024,DEBTI1299/24-18,308
5280,EU,1,DE,2024,DEBTI35361/24-1,5322
5281,EU,1,DE,2024,DEBTI35771/24-1,5400
5282,EU,1,NL,2024,NLBTI2024-0621,231
5283,EU,1,DE,2024,DEBTI21762/24-1,1868
5284,EU,1,DE,2024,DEBTI33421/24-1,4907
5285,EU,1,DE,2024,DEBTI38217/24-1,5713
5286,EU,1,DE,2024,DEBTI36047/24-1,5460
5287,EU,1,DE,2024,DEBTI36453/24-1,5523
5288,EU,1,DE,2024,DEBTI36161/24-1,5477
5289,EU,1,FR,2024,FRBTIFR-BTI-2024-05033,1122
5290,EU,1,DE,2024,DEBTI37483/24-1,5638
5291,EU,1,DE,2024,DEBTI26663/24-1,3175
5292,EU,1,FR,2024,FRBTIFR-BTI-2024-03171,385
5293,EU,1,DE,2024,DEBTI39808/24-1,5808
5294,EU,1,NL,2024,NLBTI2024-0619,229
5295,EU,1,PL,2024,PLBTIWIT-2024-001026,241
5296,EU,1,DE,2024,DEBTI40397/24-1,5834
5297,EU,1,DE,2024,DEBTI35581/24-1,5358
5298,EU,1,DE,2024,DEBTI37389/24-1,5631
5299,EU,1,DE,2024,DEBTI15426/24-1,604
5300,EU,1,DE,2024,DEBTI33431/24-1,4915
5301,EU,1,DE,2024,DEBTI38497/24-1,5752
5302,EU,1,DE,2024,DEBTI38428/24-1,5746
5303,EU,1,PL,2024,PLBTIWIT-2024-001029,244
5304,EU,1,PL,2024,PLBTIWIT-2024-001024,239
5305,EU,1,FR,2024,FRBTIFR-BTI-2024-04892,1086
5306,EU,1,DE,2024,DEBTI28586/24-1,3758
5307,EU,1,DE,2024,DEBTI13273/24-1,345
5308,EU,1,PL,2024,PLBTIWIT-2024-001027,242
5309,EU,1,DE,2024,DEBTI23147/24-1,2201
5310,EU,1,NL,2024,NLBTI2024-0622,232
5311,EU,1,DE,2024,DEBTI3206/24-1,4593
5312,EU,1,PL,2024,PLBTIWIT-2024-001028,243
5313,EU,1,DE,2024,DEBTI34339/24-1,5113
5314,EU,1,DE,2024,DEBTI29223/24-1,3894
5315,EU,1,NL,2024,NLBTI2024-0626,235
5316,EU,1,FR,2024,FRBTIFR-BTI-2024-04119,732
5317,EU,1,PL,2024,PLBTIWIT-2024-001022,237
5318,EU,1,IE,2024,IEBTIIENEN004-2024-BTI293,231
5319,EU,1,DE,2024,DEBTI31906/24-1,4547
5320,EU,1,IE,2024,IEBTIIENEN004-2024-BTI288,229
5321,EU,1,FR,2024,FRBTIFR-BTI-2024-02929,326
5322,EU,1,DE,2024,DEBTI38042/24-1,5697
5323,EU,1,DE,2024,DEBTI27873/24-1,3580
5324,EU,1,PL,2024,PLBTIWIT-2024-001025,240
5325,EU,1,PL,2024,PLBTIWIT-2024-001023,238
5326,EU,1,NL,2024,NLBTI2024-0624,234
5327,EU,1,DE,2024,DEBTI31078/24-1,4365
5328,EU,1,IT,2024,ITBTIIT922104-2024-BTI0113,61
5329,EU,1,DE,2024,DEBTI34367/24-1,5121
5330,EU,1,PL,2024,PLBTIWIT-2024-001037,252
5331,EU,1,NL,2024,NLBTI2024-0620,230
5332,EU,1,DE,2024,DEBTI34873/24-1,5233
5333,EU,1,FR,2024,FRBTIFR-BTI-2024-02614,256
5334,EU,1,DE,2024,DEBTI39056/24-1,5778
5335,EU,1,DE,2024,DEBTI26733/24-1,3194
5336,EU,1,DE,2024,DEBTI38030/24-1,5694
5337,EU,1,FR,2024,FRBTIFR-BTI-2024-05130,1133
5338,EU,1,DE,2024,DEBTI31967/24-1,4567
5339,EU,1,FR,2024,FRBTIFR-BTI-2024-03473,462
5340,EU,1,DE,2024,DEBTI32173/24-1,4628
5341,EU,1,PL,2024,PLBTIWIT-2024-001032,247
5342,EU,1,DE,2024,DEBTI28993/24-1,3843
5343,EU,1,DE,2024,DEBTI32117/24-1,4614
5344,EU,1,FI,2024,FIBTIFI001210-2024-BTI77,14
5345,EU,1,DE,2024,DEBTI38129/24-1,5704
5346,EU,1,NL,2024,NLBTI2024-0618,228
5347,EU,1,PL,2024,PLBTIWIT-2024-001030,245
5348,EU,1,CZ,2024,CZBTI50/167086/2024-580000-04/01,386
5349,EU,1,PL,2024,PLBTIWIT-2024-001035,250
5350,EU,1,FR,2024,FRBTIFR-BTI-2024-04969,1107
5351,EU,1,DE,2024,DEBTI27904/24-1,3594
5352,EU,1,FI,2024,FIBTIFI001210-2024-BTI76,13
5353,EU,1,FR,2024,FRBTIFR-BTI-2024-03977,661
5354,EU,1,FR,2024,FRBTIFR-BTI-2024-05296,1163
5355,EU,1,SK,2024,SKBTI446839/24/222,57
5356,EU,1,DE,2024,DEBTI27047/24-1,3277
5357,EU,1,DE,2024,DEBTI27179/24-1,3318
5358,EU,1,DE,2024,DEBTI26983/24-1,3265
5359,EU,1,DE,2024,DEBTI40206/24-1,5818
5360,EU,1,DE,2024,DEBTI25273/24-1,2782
5361,EU,1,FR,2024,FRBTIFR-BTI-2024-05586,1198
5362,EU,1,FR,2024,FRBTIFR-BTI-2024-05262,1156
5363,EU,1,DE,2024,DEBTI15266/24-1,592
5364,EU,1,DE,2024,DEBTI21751/24-1,1863
5365,EU,1,PL,2024,PLBTIWIT-2024-001036,251
5366,EU,1,DE,2024,DEBTI26744/24-1,3196
5367,EU,1,DK,2024,DKBTI24-0595282,56
5368,EU,1,DE,2024,DEBTI40077/24-1,5816
5369,EU,1,DE,2024,DEBTI40523/23-1,5843
5370,EU,1,DE,2024,DEBTI37253/24-1,5607
5371,EU,1,PL,2024,PLBTIWIT-2024-001031,246
5372,EU,1,DE,2024,DEBTI37486/24-1,5639
5373,EU,1,DE,2024,DEBTI41927/24-1,5869
5374,EU,1,DE,2024,DEBTI35503/24-1,5346
5375,EU,1,CZ,2024,CZBTI50/167085/2024-580000-04/01,385
5376,EU,1,DE,2024,DEBTI38495/24-1,5751
5377,EU,1,CZ,2024,CZBTI34/205337/2024-580000-04/01,139
5378,EU,1,FR,2024,FRBTIFR-BTI-2024-04813,1069
5379,EU,1,DE,2024,DEBTI32329/24-1,4683
5380,EU,1,IT,2024,ITBTIIT922104-2024-BTI0306,141
5381,EU,1,DE,2024,DEBTI33142/24-1,4869
5382,EU,1,DE,2024,DEBTI25693/24-1,2897
5383,EU,1,DE,2024,DEBTI38607/24-1,5759
5384,EU,1,DE,2024,DEBTI25663/24-1,2883
5385,EU,1,DE,2024,DEBTI30881/24-1,4313
5386,EU,1,SE,2024,SEBTITV-2024-12573,55
5387,EU,1,DE,2024,DEBTI32348/24-1,4689
5388,EU,1,DE,2024,DEBTI32349/24-1,4690
5389,EU,1,FR,2024,FRBTIFR-BTI-2024-05268,1158
5390,EU,1,FR,2024,FRBTIFR-BTI-2024-03894,623
5391,EU,1,NL,2024,NLBTI2024-0617,227
5392,EU,1,DE,2024,DEBTI32233/24-1,4656
5393,EU,1,DE,2024,DEBTI34369/24-1,5122
5394,EU,1,DE,2024,DEBTI38029/24-1,5693
5395,EU,1,FR,2024,FRBTIFR-BTI-2024-04678,1017
5396,EU,1,FR,2024,FRBTIFR-BTI-2024-04999,1117
5397,EU,1,DE,2024,DEBTI38037/24-1,5696
5398,EU,1,FR,2024,FRBTIFR-BTI-2024-05221,1148
5399,EU,1,PL,2024,PLBTIWIT-2024-001033,248
5400,EU,1,FR,2024,FRBTIFR-BTI-2024-03520,479
5401,EU,1,SK,2024,SKBTI446745/24/216,51
5402,EU,1,DE,2024,DEBTI30781/24-1,4288
5403,EU,1,DE,2024,DEBTI17606/24-1,941
5404,EU,1,CZ,2024,CZBTI46/181859/2024-580000-04/01,286
5405,EU,1,DE,2024,DEBTI38384/24-1,5735
5406,EU,1,DK,2024,DKBTI24-1137822,117
5407,EU,1,FR,2024,FRBTIFR-BTI-2024-03464,459
5408,EU,1,IE,2024,IEBTIIENEN004-2024-BTI283,226
5409,EU,1,FR,2024,FRBTIFR-BTI-2024-02887,314
5410,EU,1,NL,2024,NLBTI2024-0632,237
5411,EU,1,DE,2024,DEBTI35863/24-1,5435
5412,EU,1,DE,2024,DEBTI26763/24-1,3200
5413,EU,1,DE,2024,DEBTI38050/24-1,5698
5414,EU,1,DE,2024,DEBTI21276/24-1,1761
5415,EU,1,DE,2024,DEBTI18453/24-1,1132
5416,EU,1,NL,2024,NLBTI2024-0623,233
5417,EU,1,FR,2024,FRBTIFR-BTI-2024-04518,951
5418,EU,1,DE,2024,DEBTI38033/24-1,5695
5419,EU,1,FR,2024,FRBTIFR-BTI-2024-04519,952
5420,EU,1,DE,2024,DEBTI36370/24-1,5505
5421,EU,1,FR,2024,FRBTIFR-BTI-2024-04555,969
5422,EU,1,DE,2024,DEBTI38622/24-1,5761
5423,EU,1,DE,2024,DEBTI29428/24-1,3945
5424,EU,1,AT,2024,ATBTI2024000352-DEC,133
5425,EU,1,DE,2024,DEBTI27362/24-1,3363
5426,EU,1,DE,2024,DEBTI37206/24-1,5605
5427,EU,1,DE,2024,DEBTI29499/24-1,3979
5428,EU,1,FR,2024,FRBTIFR-BTI-2024-04209,780
5429,EU,1,ES,2024,ESBTIESBTI2024SOL735,190
5430,EU,1,DE,2024,DEBTI30497/24-1,4227
5431,EU,1,DE,2024,DEBTI26862/24-1,3247
5432,EU,1,DE,2024,DEBTI38363/24-1,5728
5433,EU,1,SK,2024,SKBTI384689/2024/163,21
5434,EU,1,DE,2024,DEBTI36223/24-1,5483
5435,EU,1,SK,2024,SKBTI443454/24/201,40
5436,EU,1,DE,2024,DEBTI39092/24-1,5782
5437,EU,1,DE,2024,DEBTI39111/24-1,5783
5438,EU,1,DE,2024,DEBTI29899/24-1,4077
5439,EU,1,DE,2024,DEBTI35861/24-1,5434
5440,EU,1,DE,2024,DEBTI38352/24-1,5727
5441,EU,1,DE,2024,DEBTI19744/24-1,1420
5442,EU,1,SK,2024,SKBTI443446/24/200,38
5443,EU,1,DE,2024,DEBTI27383/24-1,3377
5444,EU,1,SE,2024,SEBTITV-2024-14985,87
5445,EU,1,FR,2024,FRBTIFR-BTI-2024-04554,968
5446,EU,1,FR,2024,FRBTIFR-BTI-2024-03918,633
5447,EU,1,DE,2024,DEBTI38414/24-1,5743
5448,EU,1,DE,2024,DEBTI38183/24-1,5709
5449,EU,1,DE,2024,DEBTI20431/24-1,1599
5450,EU,1,SK,2024,SKBTI384734/2024/165,23
5451,EU,1,SK,2024,SKBTI384698/2024/164,22
5452,EU,1,DE,2024,DEBTI37488/24-1,5640
5453,EU,1,DE,2024,DEBTI40013/24-1,5813
5454,EU,1,DE,2024,DEBTI20365/24-1,1569
5455,EU,1,FR,2024,FRBTIFR-BTI-2024-04552,967
5456,EU,1,DE,2024,DEBTI24443/24-1,2503
5457,EU,1,DE,2024,DEBTI22511/24-1,2042
5458,EU,1,DE,2024,DEBTI26773/24-1,3205
5459,EU,1,DE,2024,DEBTI37194/24-1,5604
5460,EU,1,ES,2024,ESBTIESBTI2024SOL706,167
5461,EU,1,FR,2024,FRBTIFR-BTI-2024-04549,966
5462,EU,1,DE,2024,DEBTI34890/24-1,5238
5463,EU,1,DE,2024,DEBTI34786/24-1,5211
5464,EU,1,DE,2024,DEBTI34356/24-1,5116
5465,EU,1,DE,2024,DEBTI32115/24-1,4612
5466,EU,1,DE,2024,DEBTI35311/24-1,5315
5467,EU,1,DE,2024,DEBTI27244/24-1,3346
5468,EU,1,DE,2024,DEBTI33624/24-1,4964
5469,EU,1,FR,2024,FRBTIFR-BTI-2024-04212,783
5470,EU,1,DE,2024,DEBTI29347/24-1,3927
5471,EU,1,SK,2024,SKBTI443605/24/208,45
5472,EU,1,SK,2024,SKBTI443448/24/202,39
5473,EU,1,DE,2024,DEBTI29090/24-1,3863
5474,EU,1,DE,2024,DEBTI24582/24-1,2530
5475,EU,1,DE,2024,DEBTI32836/24-1,4784
5476,EU,1,DE,2024,DEBTI27724/24-1,3527
5477,EU,1,DE,2024,DEBTI36675/24-1,5547
5478,EU,1,DE,2024,DEBTI38577/24-1,5756
5479,EU,1,SK,2024,SKBTI443364/24/195,37
5480,EU,1,FR,2024,FRBTIFR-BTI-2024-04829,1072
5481,EU,1,DE,2024,DEBTI38200/24-1,5711
5482,EU,1,AT,2024,ATBTI2024000354-DEC,135
5483,EU,1,DE,2024,DEBTI39163/24-1,5785
5484,EU,1,DE,2024,DEBTI37749/24-1,5657
5485,EU,1,CZ,2024,CZBTI34/205335/2024-580000-04/01,137
5486,EU,1,CZ,2024,CZBTI48/195008/2024-580000-04/01,355
5487,EU,1,AT,2024,ATBTI2024000351-DEC,132
5488,EU,1,AT,2024,ATBTI2024000350-DEC,131
5489,EU,1,DE,2024,DEBTI38257/24-1,5719
5490,EU,1,DE,2024,DEBTI35300/24-1,5313
5491,EU,1,AT,2024,ATBTI2024000347-DEC,128
5492,EU,1,DE,2024,DEBTI40425/24-1,5835
5493,EU,1,DE,2024,DEBTI35291/24-1,5310
5494,EU,1,DE,2024,DEBTI26853/24-1,3240
5495,EU,1,DE,2024,DEBTI35290/24-1,5309
5496,EU,1,DE,2024,DEBTI36227/24-1,5485
5497,EU,1,CZ,2024,CZBTI51/191698/2024-580000-04/01,431
5498,EU,1,CZ,2024,CZBTI34/205336/2024-580000-04/01,138
5499,EU,1,CZ,2024,CZBTI48/195011/2024-580000-04/01,356
5500,EU,1,DE,2024,DEBTI33981/24-1,5046
5501,EU,1,DE,2024,DEBTI41341/23-1,5864
5502,EU,1,DE,2024,DEBTI40823/24-1,5856
5503,EU,1,DE,2024,DEBTI31834/24-1,4538
5504,EU,1,DE,2024,DEBTI33566/24-1,4948
5505,EU,1,CZ,2024,CZBTI46/198582/2024-580000-04/01,287
5506,EU,1,DE,2024,DEBTI33949/24-1,5036
5507,EU,1,AT,2024,ATBTI2024000356-DEC,137
5508,EU,1,DE,2024,DEBTI32898/24-1,4797
5509,EU,1,DE,2024,DEBTI34934/24-1,5249
5510,EU,1,DE,2024,DEBTI40260/24-1,5821
5511,EU,1,DE,2024,DEBTI38258/24-1,5720
5512,EU,1,DE,2024,DEBTI38192/24-1,5710
5513,EU,1,DE,2024,DEBTI38141/24-1,5706
5514,EU,1,DE,2024,DEBTI37769/24-1,5663
5515,EU,1,DE,2024,DEBTI27113/24-1,3286
5516,EU,1,FR,2024,FRBTIFR-BTI-2024-05161,1140
5517,EU,1,CZ,2024,CZBTI48/124174/2024-580000-04/01,342
5518,EU,1,CZ,2024,CZBTI46/210844/2024-580000-04/01,291
5519,EU,1,DE,2024,DEBTI37057/24-1,5579
5520,EU,1,DE,2024,DEBTI41043/24-1,5860
5521,EU,1,DE,2024,DEBTI40572/24-1,5848
5522,EU,1,AT,2024,ATBTI2024000355-DEC,136
5523,EU,1,DE,2024,DEBTI40580/24-1,5851
5524,EU,1,DE,2024,DEBTI37007/24-1,5573
5525,EU,1,FR,2024,FRBTIFR-BTI-2024-05232,1151
5526,EU,1,DE,2024,DEBTI35870/24-1,5440
5527,EU,1,DE,2024,DEBTI35430/24-1,5336
5528,EU,1,AT,2024,ATBTI2024000333-DEC,114
5529,EU,1,DE,2024,DEBTI32165/24-1,4624
5530,EU,1,DE,2024,DEBTI36767/24-1,5555
5531,EU,1,DE,2024,DEBTI30961/24-1,4329
5532,EU,1,DE,2024,DEBTI40820/24-1,5855
5533,EU,1,CZ,2024,CZBTI45/188089/2024-580000-04/02,260
5534,EU,1,DE,2024,DEBTI39483/24-1,5797
5535,EU,1,DE,2024,DEBTI35103/24-1,5289
5536,EU,1,DE,2024,DEBTI36222/24-1,5482
5537,EU,1,CZ,2024,CZBTI45/188089/2024-580000-04/01,259
5538,EU,1,AT,2024,ATBTI2024000353-DEC,134
5539,EU,1,DE,2024,DEBTI38270/24-1,5722
5540,EU,1,DE,2024,DEBTI38392/24-1,5737
5541,EU,1,DE,2024,DEBTI40826/24-1,5857
5542,EU,1,DE,2024,DEBTI36226/24-1,5484
5543,EU,1,DE,2024,DEBTI37560/24-1,5648
5544,EU,1,DE,2024,DEBTI33851/24-1,5009
5545,EU,1,DE,2024,DEBTI35080/24-1,5284
5546,EU,1,DE,2024,DEBTI35131/24-1,5293
5547,EU,1,DE,2024,DEBTI34790/24-1,5213
5548,EU,1,DE,2024,DEBTI34321/24-1,5104
5549,EU,1,DE,2024,DEBTI35010/24-1,5267
5550,EU,1,DE,2024,DEBTI36290/24-1,5499
5551,EU,1,DE,2024,DEBTI34581/24-1,5169
5552,EU,1,DE,2024,DEBTI33710/24-1,4984
5553,EU,1,DE,2024,DEBTI35170/24-1,5301
5554,EU,1,DE,2024,DEBTI36231/24-1,5487
5555,EU,1,DE,2024,DEBTI34801/24-1,5216
5556,EU,1,DE,2024,DEBTI27959/24-1,3603
5557,EU,1,ES,2024,ESBTIESBTI2024SOL523,73
5558,EU,1,DE,2024,DEBTI29434/24-1,3950
5559,EU,1,DE,2024,DEBTI36637/24-1,5543
5560,EU,1,PL,2024,PLBTIWIT-2024-001021,236
5561,EU,1,DE,2024,DEBTI31915/24-1,4551
5562,EU,1,DE,2024,DEBTI27410/24-1,3395
5563,EU,1,DE,2024,DEBTI26308/24-1,3078
5564,EU,1,DE,2024,DEBTI37712/24-1,5655
5565,EU,1,DE,2024,DEBTI26854/24-1,3241
5566,EU,1,DE,2024,DEBTI38367/24-1,5731
5567,EU,1,CY,2024,CYBTI088/2024,49
5568,EU,1,DE,2024,DEBTI38415/24-1,5744
5569,EU,1,SE,2024,SEBTITV-2024-12322,52
5570,EU,1,DE,2024,DEBTI13242/24-1,344
5571,EU,1,DE,2024,DEBTI33366/24-1,4894
5572,EU,1,DE,2024,DEBTI23179/24-1,2217
5573,EU,1,ES,2024,ESBTIESBTI2024SOL698,165
5574,EU,1,DE,2024,DEBTI28967/24-1,3833
5575,EU,1,CY,2024,CYBTI095/2024,56
5576,EU,1,DE,2024,DEBTI24035/24-1,2451
5577,EU,1,CZ,2024,CZBTI41/196999/2024-580000-04/01,202
5578,EU,1,CY,2024,CYBTI103/2024,64
5579,EU,1,DE,2024,DEBTI33546/24-1,4947
5580,EU,1,DE,2024,DEBTI32591/24-1,4724
5581,EU,1,CZ,2024,CZBTI45/149161/2024-580000-04/01,250
5582,EU,1,DE,2024,DEBTI11558/24-1,135
5583,EU,1,CY,2024,CYBTI089/2024,50
5584,EU,1,DE,2024,DEBTI33098/24-1,4863
5585,EU,1,DE,2024,DEBTI22779/24-1,2118
5586,EU,1,CY,2024,CYBTI096/2024,57
5587,EU,1,DE,2024,DEBTI24389/24-1,2491
5588,EU,1,FR,2024,FRBTIFR-BTI-2024-02813,296
5589,EU,1,CY,2024,CYBTI110/2024,71
5590,EU,1,CY,2024,CYBTI113/2024,74
5591,EU,1,DE,2024,DEBTI29464/24-1,3965
5592,EU,1,DE,2024,DEBTI23467/24-1,2273
5593,EU,1,CY,2024,CYBTI109/2024,70
5594,EU,1,ES,2024,ESBTIESBTI2024SOL647,154
5595,EU,1,ES,2024,ESBTIESBTI2024SOL696,164
5596,EU,1,DE,2024,DEBTI33826/24-1,5005
5597,EU,1,DE,2024,DEBTI30096/24-1,4141
5598,EU,1,DE,2024,DEBTI23936/24-1,2436
5599,EU,1,DE,2024,DEBTI32035/24-1,4591
5600,EU,1,DE,2024,DEBTI19522/24-1,1380
5601,EU,1,DE,2024,DEBTI36405/24-1,5511
5602,EU,1,SE,2024,SEBTITV-2024-16832,92
5603,EU,1,DE,2024,DEBTI30120/24-1,4150
5604,EU,1,DE,2024,DEBTI27411/24-1,3396
5605,EU,1,DE,2024,DEBTI33466/24-1,4928
5606,EU,1,DE,2024,DEBTI31546/24-1,4464
5607,EU,1,DE,2024,DEBTI37186/24-1,5602
5608,EU,1,DE,2024,DEBTI30652/24-1,4257
5609,EU,1,DE,2024,DEBTI36048/24-1,5461
5610,EU,1,CY,2024,CYBTI092/2024,53
5611,EU,1,PL,2024,PLBTIWIT-2024-001016,231
5612,EU,1,DE,2024,DEBTI25656/24-1,2877
5613,EU,1,ES,2024,ESBTIESBTI2024SOL709,170
5614,EU,1,DE,2024,DEBTI32016/24-1,4584
5615,EU,1,DE,2024,DEBTI29276/24-1,3910
5616,EU,1,DE,2024,DEBTI33107/24-1,4865
5617,EU,1,ES,2024,ESBTIESBTI2024SOL708,169
5618,EU,1,DE,2024,DEBTI28184/24-1,3658
5619,EU,1,PL,2024,PLBTIWIT-2024-001019,234
5620,EU,1,CY,2024,CYBTI108/2024,69
5621,EU,1,CY,2024,CYBTI100/2024,61
5622,EU,1,CY,2024,CYBTI106/2024,67
5623,EU,1,HU,2024,HUBTIHU190000-2024-1798084319,1
5624,EU,1,DE,2024,DEBTI34856/24-1,5225
5625,EU,1,DE,2024,DEBTI23179/24-2,2218
5626,EU,1,ES,2024,ESBTIESBTI2024SOL699,166
5627,EU,1,CY,2024,CYBTI086/2024,47
5628,EU,1,DE,2024,DEBTI29224/24-1,3895
5629,EU,1,DE,2024,DEBTI32145/24-1,4620
5630,EU,1,CY,2024,CYBTI117/2024,78
5631,EU,1,ES,2024,ESBTIESBTI2024SOL637,147
5632,EU,1,DE,2024,DEBTI37106/24-1,5589
5633,EU,1,CY,2024,CYBTI115/2024,76
5634,EU,1,DE,2024,DEBTI23556/24-1,2295
5635,EU,1,DE,2024,DEBTI28627/24-1,3771
5636,EU,1,DE,2024,DEBTI34933/24-1,5248
5637,EU,1,FR,2024,FRBTIFR-BTI-2024-03034,360
5638,EU,1,CY,2024,CYBTI093/2024,54
5639,EU,1,DE,2024,DEBTI36754/24-1,5553
5640,EU,1,DE,2024,DEBTI11559/24-1,136
5641,EU,1,DE,2024,DEBTI32356/24-1,4694
5642,EU,1,DE,2024,DEBTI34486/24-1,5148
5643,EU,1,ES,2024,ESBTIESBTI2024SOL584,109
5644,EU,1,DE,2024,DEBTI32883/24-1,4793
5645,EU,1,CY,2024,CYBTI111/2024,72
5646,EU,1,ES,2024,ESBTIESBTI2024SOL459,42
5647,EU,1,DE,2024,DEBTI19484/24-1,1359
5648,EU,1,FR,2024,FRBTIFR-BTI-2024-05548,1197
5649,EU,1,DE,2024,DEBTI33427/24-1,4912
5650,EU,1,DE,2024,DEBTI23631/24-1,2320
5651,EU,1,DE,2024,DEBTI28696/24-1,3784
5652,EU,1,DE,2024,DEBTI36276/24-1,5497
5653,EU,1,DE,2024,DEBTI38364/24-1,5729
5654,EU,1,DE,2024,DEBTI23814/24-1,2394
5655,EU,1,DE,2024,DEBTI22284/24-1,1992
5656,EU,1,SE,2024,SEBTITV-2024-12328,53
5657,EU,1,CY,2024,CYBTI098/2024,59
5658,EU,1,DE,2024,DEBTI21956/24-1,1912
5659,EU,1,DE,2024,DEBTI30694/24-1,4263
5660,EU,1,CY,2024,CYBTI104/2024,65
5661,EU,1,DE,2024,DEBTI21565/24-1,1841
5662,EU,1,DE,2024,DEBTI36243/24-1,5492
5663,EU,1,DE,2024,DEBTI24680/24-1,2571
5664,EU,1,PL,2024,PLBTIWIT-2024-001018,233
5665,EU,1,FR,2024,FRBTIFR-BTI-2024-05200,1146
5666,EU,1,DE,2024,DEBTI32326/24-1,4681
5667,EU,1,DE,2024,DEBTI39243/24-1,5788
5668,EU,1,DE,2024,DEBTI35176/24-1,5302
5669,EU,1,CY,2024,CYBTI097/2024,58
5670,EU,1,DE,2024,DEBTI29286/24-1,3911
5671,EU,1,CY,2024,CYBTI087/2024,48
5672,EU,1,DE,2024,DEBTI29236/24-1,3901
5673,EU,1,CY,2024,CYBTI094/2024,55
5674,EU,1,CY,2024,CYBTI116/2024,77
5675,EU,1,DE,2024,DEBTI35936/24-1,5457
5676,EU,1,CZ,2024,CZBTI45/149163/2024-580000-04/01,251
5677,EU,1,PL,2024,PLBTIWIT-2024-001020,235
5678,EU,1,DE,2024,DEBTI35854/24-1,5430
5679,EU,1,ES,2024,ESBTIESBTI2024SOL623,134
5680,EU,1,DE,2024,DEBTI33601/24-1,4956
5681,EU,1,DE,2024,DEBTI26660/24-1,3174
5682,EU,1,CY,2024,CYBTI101/2024,62
5683,EU,1,CY,2024,CYBTI114/2024,75
5684,EU,1,DE,2024,DEBTI38578/23-1,5757
5685,EU,1,DE,2024,DEBTI35254/24-1,5304
5686,EU,1,DE,2024,DEBTI32198/24-1,4635
5687,EU,1,DE,2024,DEBTI36837/24-1,5561
5688,EU,1,SE,2024,SEBTITV-2024-16834,93
5689,EU,1,ES,2024,ESBTIESBTI2024SOL594,114
5690,EU,1,DE,2024,DEBTI33437/24-1,4920
5691,EU,1,DE,2024,DEBTI36982/24-1,5570
5692,EU,1,DE,2024,DEBTI38253/24-1,5718
5693,EU,1,DE,2024,DEBTI33457/24-1,4927
5694,EU,1,PL,2024,PLBTIWIT-2024-001017,232
5695,EU,1,SE,2024,SEBTITV-2024-16840,95
5696,EU,1,CY,2024,CYBTI112/2024,73
5697,EU,1,DE,2024,DEBTI31983/24-1,4573
5698,EU,1,DE,2024,DEBTI33381/24-1,4902
5699,EU,1,DE,2024,DEBTI28980/24-1,3837
5700,EU,1,DE,2024,DEBTI17846/24-1,972
5701,EU,1,DE,2024,DEBTI33456/24-1,4926
